target_id,temporal_cutoff,sequence_length,normalized_sequence_sha256
6ZJ3_LO,2020-10-07,120,99114a2c39cd014f5f2a901886a5c7a124e3ce12e0c87f88149b7a7ed3d9000a
6ZJ3_S1,2020-10-07,1940,8361d83629eeb455ea0def3c768fbdc102537eb93bbabe6128fb4c9e95ddf68c
6ZJ3_S3,2020-10-07,76,4dd6fb539edd8c64ea7906aa067ef49e13ef07eab5c4e3db793f2a353d6b73e3
6ZJ3_S4,2020-10-07,76,bce5abd22df2aba6f679a5efceb63aa939b01f1093ac50d8a25d1d014b979db1
6ZM5_A,2021-01-13,1534,46af97dbfe1a0cc12e29df0e42ba79a5692a63f713912f1023183c5288a755a5
6ZM5_B,2021-01-13,72,cd70ca90e441c1fbb85632f5980322e66903f2c92ca5eb06a98f1d502a0cde8a
6ZM5_w,2021-01-13,68,60dd07ea59352e3c00bac68cd92fdd91a8a604f5d5a899011887e7b4e1f452da
6ZM6_A,2021-01-13,1531,ac00fde65e7afcd6b340f36ff2119fc68e69559d9526141af4aea4071932215f
6ZM6_AA,2021-01-13,954,9b43596d463b09760d142817fcdea6c4b4da48e4f1e693e6c91d83d49af52d8d
6ZME_L5,2020-08-12,3773,5b501a5e9e696d640ba9c8dd5b8ff6854f6eff768fe58f4554be0f44615f6a77
6ZME_S2,2020-08-12,1740,4f34cad11345c9866fc670a1134f6f8138dd7b08716261b4d7c36f8eb0e841a4
6ZMO_CB,2020-08-19,87,90ec7af17821d024aacd367cde186552fe9c05ae670114c6fffecff9f22130b4
6ZMT_2,2020-08-19,1569,b507b56709b6e9d93ae66b3fc1fff41f54dc22f9e2c5c1c08edb406bfccb939c
6ZMW_A,2020-09-23,1691,f4b755b6762f649e511c1f10bb1ca2fde91d3cc2f5c7429862ff5e7f13d1107e
6ZOJ_2,2020-07-22,1704,7c08ce5017291ac941a43b05a538fb0bc5b86fcc1e05c43a1f4c539f7a20e163
6ZOK_2,2020-07-29,1232,a0b43e127affd5193cf992a7960f0e4231b40e1db8ad528bbd627b1570dc1e6e
6ZOL_2,2020-07-22,472,d389731efdcbb5254a36ed7d36ad1e02812c9c405e755f869cf4536ec84dddb3
6ZP4_1,2020-07-29,75,d89745901f1ac1b2ae1c5424bb41df6094dad78278112dbf569317a37cf9ecdc
6ZP4_2,2020-07-29,1721,09a79c01b92670764fac10aabe11ac96f39362244534b6e45e1a48f0a72ee4ee
6ZQA_D2,2020-09-23,523,d592a282dc6bef009936554fb902634d36640a7d87b8da0d7decf133138cd6a6
6ZQA_D3,2020-09-23,787,dda19643d7a9012eb0330e95bd8a94e75916883ebc4ca98d403139b5f1614fd3
6ZQA_D4,2020-09-23,175,820489670e516de714e4c40d0f07b61596268d22c915b57761d37e50d571db75
6ZQB_D2,2020-09-23,522,482061ffc33e5fa0e27fd172b98b21e4fb6080884bdef932d9f7759350a6de34
6ZQB_D3,2020-09-23,1198,58803d062892c20507d2f93f02196afb5f97541573faf0162c9cbbab32a6c883
6ZQC_D2,2020-09-23,446,5ae4d6fa98ec7e986fc84b6ad3f423fa20e11a94efb17741e841ea701cf88a96
6ZQC_D4,2020-09-23,333,129a69dd1bcd8eb36606d2d5bec0fd2a13cdefa0add57d060c362ea570290c81
6ZQD_D3,2020-09-23,1409,6fc0564d226e679b7310396d666474b17eed5f0d86f53f04e046c3e2d34b9782
6ZQE_D2,2020-09-23,81,b00379abfca09d0174fba0e167de56aca3c7d82c143cca3018f4eea88586d865
6ZQE_D3,2020-09-23,1447,dd8801f477269057ba6ce919d565cb786a83291967354b5ad965e24413496c47
6ZQE_D4,2020-09-23,333,129a69dd1bcd8eb36606d2d5bec0fd2a13cdefa0add57d060c362ea570290c81
6ZQF_D3,2020-09-23,1392,b934df46ca4bf16021e7b5646cb2ee7b398b2510e247984933f81027fad41b7c
6ZQG_D3,2020-09-23,1387,cd159a8da59458ffb75e46f18ff85b615748d36efc47e105bf3e98449dcca168
6ZS9_AA,2020-10-14,951,eb9830334baf641763ddc558982179c540975a79f2bb79104436496afaea4aee
6ZS9_XA,2020-10-14,1501,77d3777e9d541ba78e4b52bb74298f0c94c0321d563fdbcfa075ac477948eab0
6ZSA_XA,2020-10-21,1499,0051b796d76af9ec2d5051a4b2bf8b4defb451f747b66806ebd87b30b51bcf2a
6ZSC_AA,2020-09-16,954,d2b94b5b000fc64aad918f51ea946ed875af7ed828e55dcdf93661656b5e580b
6ZSC_XA,2020-09-16,1500,50f18e871bcf6646aa2ba5bb45e178dfd6fcc37bc70f646b042bb8469be05d93
6ZTL_AW,2020-09-16,77,a8b8c93e525d95e16a5b1685e97066cbf9d3d9dac8f6d354619db950ffa108e0
6ZTL_BA,2020-09-16,2875,551a222001594cd655b9f0d2926fa441f404d7b6aed2ee712aba22a2ff4951ab
6ZTM_BA,2020-09-16,2877,1d8aea5d3631148cda23fb3980fcdacc6fc076ce73bf74714f9e45d6bb9cb089
6ZTN_AA,2020-09-16,1522,d093514b80305956cba4abcc2223f8fa23917dfbe6cb9a8fc0be99571ecd237c
6ZTP_BA,2020-09-16,2876,a57f4026389644550e0e9feeb7ddd6d658d297936e6837f33f5129b6ca077400
6ZU5_L50,2020-11-04,2455,46b397ce8590ee6d135242679190674f7d15bc588bbba6e4a5620760b838e56e
6ZU5_L70,2020-11-04,119,2209ca979765947bde529db01977ba340f07c35512efb17e26e8ea22bb108a77
6ZU5_S60,2020-11-04,1336,5e81f79df9ef23dde9ec5ca142064ece2fbc3354c13a329f839334b4228a08aa
6ZUO_2,2021-05-12,1665,c42f2a410aa5daa28ae9679f9afc61d9a60a098a780c1240eb4221680a09a370
6ZV6_2,2021-05-12,1681,1e18b5d719a073c520df209e2f8968c0eedf0222dc5841502f463bee64f8a768
6ZVI_d,2020-09-09,76,ae93f8e4475b196ffff8c0caa174f2b708d1dad82bbd2140a467cda8b3d0dc7f
6ZVJ_2,2020-10-07,1720,47cd48975bb659b25ddb4b9f5b630d9d87bca2b89b92c1e186e5d05ec93dd459
6ZVK_K3,2020-12-23,1869,85765419876a683114b38cd2b1e485706b3d791e7b75d006c22a888b183958a9
6ZVK_e2,2020-12-23,3920,d8209d223150decefefb740f3e0347f1ff890dd396e8fe51ecff77f985897cd9
6ZXE_2,2020-12-02,1645,52d772e11c92f7ab8e2f1ee689d9d195192910ae4958adc79b99c957c4963fb8
6ZXF_2,2020-12-02,1656,90871ffd7f0d560c64f77a4e59caf7e17f3b54f1418d1d3a34e69958b8f8646b
6ZXG_2,2020-12-02,1577,89328b164f779f7e3557058e6b92c7a5cea709b53049570db8dc5bda7732d433
6ZXZ_C,2020-12-16,26,5c7b766c98afbfe18f8d495e54e1ae835b7401656d21d2bcd99f2b6e6342e6de
6ZYM_5,2020-10-14,116,f2bedaee5e4b10d7bf712b0a7da95b6ccf2bef5789a5e1b0dc62e1fb509acc6f
6ZYM_6,2020-10-14,79,4c612e313941744ad08913ec1727fc2e0e7e2dbf9dd11aea23c746e4f3aab17c
7A01_E1,2020-12-30,153,ca520092ec2d9e3c6007a1509b5a1c22a97a5dbabbd36f9eb295ae5289899624
7A01_K3,2020-12-30,1801,6aa38de5f9296b2b12c0026d1a2506352f9234d5d7b7879483d33224b103b57c
7A01_e2,2020-12-30,3825,875d15cb0d9123c379f3b2dec0fab6188cbc4d3d8772eeefa52bbcc71a9c2920
7A09_2,2020-10-14,1721,32fefe7a2acee58503933bc9f9d4c7fef714769cfb1c5d2f377640003bc90067
7A0R_X,2021-08-18,2730,7d8a45cf6c5555e427ec5333e254a0de62c52364142d1c285747af616b5adcc3
7A0S_X,2021-08-18,2699,60016f44a4360a909ad625b35af77e6144fa82bec2f7102a54c3062ab64feadc
7A5H_A,2020-12-23,1457,6a413cd2558d94846463edf06e93a6933bd564e76c289d4d4ccf87514abe18f0
7A5I_A3,2020-12-23,1485,c76ce52776931aaf1d478dc5647eb48b02f297787bb6d67fe298339b944a6d63
7A5I_B3,2020-12-23,73,273725f07ff78e08f1ad159447923a8c04a5f21aa40620d7f7a78342c5d87bb8
7A5J_A,2020-12-23,1492,4abf3d9e1f884da1b9dfdcbb88cabde6b09186adfec2d5fbf2a1061cd4c7edec
7A5K_24,2020-12-23,73,56dbb78570f85069aa0adb377271672823c0fffe609e48eaf8f462d45944deb8
7A5K_A3,2020-12-23,1503,082d6a1523d384d161f6c4e36e6c636d42f40cfc089234206023f12c72b7eb0f
7A5P_2,2020-10-14,155,72192f64cdba43709cd315d0bd2c4e7469177181b193338a05e4b54107cc32eb
7A5P_5,2020-10-14,40,9102a28a9a5cc1ec24b3e24f839fd47ac09b1a507f5e829d7e3da0e0e92f6c0a
7AAV_5,2020-12-09,116,f2bedaee5e4b10d7bf712b0a7da95b6ccf2bef5789a5e1b0dc62e1fb509acc6f
7AAV_6,2020-12-09,106,013a2cfcdf41ad18643d7bc453de31a486ae4bf70909afc1356c281fd42c797d
7ABF_5,2020-12-09,116,f2bedaee5e4b10d7bf712b0a7da95b6ccf2bef5789a5e1b0dc62e1fb509acc6f
7ABF_6,2020-12-09,106,013a2cfcdf41ad18643d7bc453de31a486ae4bf70909afc1356c281fd42c797d
7ABG_2,2020-12-23,188,1433100b8169f15fa72fee6f5a1a7852066b4364a1a4f9cb55c288b1b99e5db8
7ABG_5,2020-12-23,116,f2bedaee5e4b10d7bf712b0a7da95b6ccf2bef5789a5e1b0dc62e1fb509acc6f
7ABG_6,2020-12-23,106,013a2cfcdf41ad18643d7bc453de31a486ae4bf70909afc1356c281fd42c797d
7ABH_2,2020-12-09,188,1433100b8169f15fa72fee6f5a1a7852066b4364a1a4f9cb55c288b1b99e5db8
7ABI_2,2021-02-10,188,1433100b8169f15fa72fee6f5a1a7852066b4364a1a4f9cb55c288b1b99e5db8
7ABI_6,2021-02-10,106,013a2cfcdf41ad18643d7bc453de31a486ae4bf70909afc1356c281fd42c797d
7ABZ_1,2021-08-18,2882,e9c525bf3d06c4fa530f0161915dd199b977c9d5ddad1d7921b12aeaba565433
7ABZ_2,2021-08-18,1529,f86f2386e277d0efb1ae78ce03d3e79feb25523b88f66631862c52b9d422aedc
7ABZ_4,2021-08-18,363,692484d698efe7907d2090ebc807b76925fbcd93b7cbda354baa67b1588cf244
7ACR_2,2021-08-18,1523,24ceed95598ff287ced4ce5a6366aead378d9f6391db2c69baa6901b4857b314
7ADE_R,2020-11-25,32,07b92cadb052df354cc81c1fcd274db659fd9f571a7754b9ffabb46095655576
7AFD_1,2021-07-07,453,db68d32abbd7618f263dd7cadb9cc13e2aebcbf6fba5ee3b39b8d5ab19911412
7AFI_A,2021-07-07,1061,e4cfc9a29eb9d52b374424a13ff5b0261354e415a15df5c72ae05920db8720a9
7AFL_A,2021-07-07,1049,7d3cc9473a4ee9408e93090858b0cf824123a3d99f55448034c813b2dcea943d
7AFO_A,2021-07-07,968,b6b258c0fb202be374c4746db3401b6f31403fe73ea35b9e8819e3f9b0f940e2
7AIH_1,2021-04-28,1087,22edf600e5552878dfb3275cc994955d00d85ae402830bb1a1a79717df951a02
7AJT_D3,2020-12-30,1327,ec71c8a2e8ee9d00c9fc039629c34df95de9fa85d7bc4d000cb89739d944213b
7AJT_D4,2020-12-30,333,3932187442da8fc473c090d2bc26753265d3fae61b33f92354659f6442b2e1d4
7AJU_D3,2020-12-30,1409,066d10eb00d333cd7ec5b0352bbcf527ca3f382839a97cfbca98f9b32ddd39e5
7AJU_D4,2020-12-30,333,3932187442da8fc473c090d2bc26753265d3fae61b33f92354659f6442b2e1d4
7AM2_1,2021-04-28,797,0a8fa656238a3e5deef5ccab3d9c6bdc5c06e09a34c04804a185a8de59f44ef3
7AM2_R2,2021-04-28,35,ff27682692f7a5e7d260cd9c6abbb33d7ca4214375f405760dd83e7c6ae1b7bb
7ANE_1,2021-06-23,1084,915a6b2d88d2fd7d2aef8f51a199190cd1e171f683b8009aed88b8ab66d86161
7ANE_2,2021-06-23,604,988e10beb1e969dc65327cb4fd20444a3ac36a7b17e4cd245d2a14e292e0a429
7AOI_AA,2020-12-02,758,43c2c3f14bbbd47a950f5e112bfa47c4eb45d1175ef20d802dc8391761b4fcd0
7AOR_2,2021-04-28,470,d03dca1b7a35b8fc12f8aea4abff59178ce8fddeb2600378e3f6da0c75388986
7AOR_A,2021-04-28,143,48e2808f15a3361582ee7018303204c7be6e3680f6253c148d126331ba13359a
7AQC_A,2020-11-25,2820,8b13cd8f1df3c0fe6f08636f65f9c927ef97a7146a3c2e01fa7518d3e1f9aad6
7AQC_T,2020-11-25,76,db525a4ca5ba1661dd048c85f5ba003647e206c6145e1781763c93a17c4ed7df
7AQD_A,2020-11-25,2918,5814e2bf82a28367d28dcb29366a857063975c518c93c0dc62073ab5c084642e
7AS8_2,2020-12-09,76,db525a4ca5ba1661dd048c85f5ba003647e206c6145e1781763c93a17c4ed7df
7AS9_2,2020-12-23,76,db525a4ca5ba1661dd048c85f5ba003647e206c6145e1781763c93a17c4ed7df
7AS9_A,2020-12-23,2812,3b139d6768fe782371d64bdb26d5dc87bc56225930f57a3155bda84fd6fe9b03
7ASA_2,2020-12-23,76,db525a4ca5ba1661dd048c85f5ba003647e206c6145e1781763c93a17c4ed7df
7ASA_A,2020-12-23,82,438f30c5bdc623e0ddbe22ad1e02eca7abbab904dd4e5a16b8dcfc13e20d6cda
7ASE_0,2021-04-14,2150,ed6c4bb234785b09b046a6bd7ce6c8e01344b3c4266244547f8810768f1ac8f0
7ASE_1,2021-04-14,75,44b054db464667604e83781f7dbaa29e097e05108869c853b5e229fc6cdd1202
7ASM_A,2021-11-17,2831,96b8e0e86e745f0f4312514ce16d90414ab5751963441f9528cdb76a00350115
7ASN_A,2021-11-17,2739,22dcd7f8e236c183389ab30627f71a2c120f3ae6ea1fe4aff3e12bc370e01a23
7ASN_B,2021-11-17,106,e0b11684ef0e77b6b33a9cf2e82a0890e82424068c9cf4261da9f82fae5743f1
7ASO_X,2021-11-17,1415,b11610c75521fddfc80edefb38368093a411dcdd818c43cc36c0cb11347fda44
7ASO_Y,2021-11-17,2720,32e6d7b76264999cd3d5059efd847697eaf43676a021889fc626f25a39f10b92
7ASP_X,2021-11-17,1447,046a447fe1d7e3ce84c1c688d6dff1153b63df378be0cd08d5cba1df46c6e286
7ASP_Y,2021-11-17,2723,09763f887035e012b745f937e769b754977300b2ee845788790ba1702cd18a48
7AZY_E,2021-05-19,3161,4273552ab581963bcaeb0d2fca238067e898fd3d87cc934c4370fda4aa3bd871
7B5K_9,2021-05-26,76,f4669093dbf5d13f00f7a9444ad6d32b2f4f61d055ae05dd3e3a245feaf48103
7B5K_a,2021-05-26,1522,83cbea942eac1b750de2cd64bccfb42909708a8f14573a9561fb2f58348d6b10
7B5K_x,2021-05-26,77,d85184e8041ec8492263368ffdc9fafab65c0107a94fa71e1fe2794a25c3b3ec
7B5K_z,2021-05-26,76,550edf9a6b225d6f79d60ee4b6d9fe80bdbb19b7166f894748f7697367011cdb
7B9V_2,2021-03-10,196,cc73d9ff4eea7d8771406b2aab8ea814b5d4bbb07aeef6237834d64dd0edbd08
7B9V_5,2021-03-10,214,b8338b9f8bf8d3bce735a50ff2b28d53001b2b6582fae77d3205c82394436398
7B9V_I,2021-03-10,55,5dbffddcb3afa3e07aff97689475ed462defae4c574c9d3e1f8d02f67633e76c
7BG9_B,2021-04-28,451,2770b3297e79495cf67c907159d8c08c80187d230c3e21b56ac579a5e5ea4c0b
7BGB_B,2021-04-28,92,0d775dce6ce58363ea2a2200c4ab8404d3421ee6ab00697bcae5029a7f7c6bdd
7BGD_a,2021-12-08,1096,28242283ba1472d3e1e2c7d884940c633725f8a35b8bac1a748d0fbbea37778a
7BGE_a,2021-12-08,465,7e310c911008161c4820006d370097d9f078bff72d6bf78afa8d51f54c916590
7BHP_B,2021-02-03,36,f85e4cb1d940d33214dd97ed0b3e38d08dbfba9c416c32fd490e7e34f60e7113
7BL3_A,2021-05-12,2902,281086ceb8e833532c51d6835be388cea144b7ca54ff5eae2c1684cca41b591d
7BL5_A,2021-05-12,2913,9793a89b90fa14bdebc95ee8e0ba5ce975fbe6682faddb632b27e6ce2f96875a
7BOF_A,2021-07-07,1065,cf10f3e23583dff65780be1389716b3cf41297eed18db648c60a62ef8c2362fa
7BOG_A,2021-07-07,1064,1fb068ee4bea12000c36f8ccaf2b78b256e0b60bf619202a6ca0748eaa06746c
7BOH_A,2021-12-08,1517,24bd6eb323a9207082eb32062c976d8b828f6e343daf7b9700b39eae6f7afe40
7BOI_A,2021-07-07,1070,98b6e2952dc02d411b2bb9702294837f3dc3282183c1ff08e60cbf404a8d101e
7BT6_1,2020-10-28,2962,a486128a22e630bab645082b67a56b6a78a6ecaa848da0fd251797afefb8b42d
7BTB_1,2020-10-28,3058,55be65b9de26b7ccf01af7ceab7f576c8f9c56499c51400838acb2c94667ca68
7BV8_A,2020-07-01,2897,a1a799804e4f6376db8b59cfab3f16de916567eca7356fb1c0712a5d29e7fdb3
7C79_A,2020-07-08,340,8d64962d91dede1b01cc4727bdf99fce5a303c7f0cee8717b921f5b7f19703a8
7C7A_A,2020-07-08,340,8d64962d91dede1b01cc4727bdf99fce5a303c7f0cee8717b921f5b7f19703a8
7C7L_C,2020-12-23,116,b5d63515905513f20cf0c96868fb62a17c14c564a7fba1f4097224cc63d40c25
7CHD_I,2020-11-04,77,a8b8c93e525d95e16a5b1685e97066cbf9d3d9dac8f6d354619db950ffa108e0
7CPJ_A,2021-12-08,2876,90a590d6d601cacce363ffa2254af7d7b846c79d4e345d0923f92a4c9aaa548c
7CPJ_a,2021-12-08,1527,3236f7306cf142cafcb2a41c48839d29f354d0aad8afb4d17bc8d2687b1c5292
7CPU_L5,2022-02-02,3539,34f07150d01d83d80860140044f9a64310ab47830a2763c8308e2c4d02e8ea45
7CPU_L8,2022-02-02,158,5acf1284b83dbd871648fdc3d5c8eccae994143a4c0cae49df82d5c665b6dbfd
7CPU_S2,2022-02-02,1656,9c45de232db2d78c981579867caa8c4be86b8b8b7a5c23a5ea160144f5c9671a
7CPV_L5,2022-02-02,3541,d9a4c699d77b22626eb375e7a737d593c3ef53e5fe4656d20226c6ac1e9b84f2
7CPV_S2,2022-02-02,1637,bf7ecb3e997b8354a69f004a79dc2fa7d9a8a3b5e123888e3988ecd15d5dfe88
7D0F_A,2020-09-30,915,2036cc4cc1e9825c8433994e636113130ef9b5bcd9d4effb1268ffd2693bb67a
7D0G_A,2020-09-30,916,d46bc412e0aa067037ef4ada191a5242e98eda901016ff531153f1ddb7caffbf
7D12_A,2021-05-12,20,ca6c11af8ac202e19c9e62f071afffdbc9d69812d7033897ad560afc6807bba9
7D1A_A,2020-10-21,902,bbe6f7ca2333f9fb914a54f800b4add3f5843237fa79cfd3fac1ce34e317b854
7D2L_B,2021-05-19,43,000f8fb9901ac78fb87181d8c4a7e81a6b04db6556f5955742b7a68e2233a3da
7D4I_3A,2021-10-06,333,2d155c9384f6a8461c209977da375d26f9e31b98842c9efe98a3254af2af5fee
7D4I_5A,2021-10-06,118,4f0b77fc909723dbcb6d07b3e09c637962fa288976bd7cbc95ddbf9ce7afd8c6
7D4I_SA,2021-10-06,1337,5bb829a6bfbf199f6312545c6a84a6cd0918c0735a09c39fa46a468999dd7384
7D5S_SA,2021-10-06,859,db5e33b12236b9f6e1ff47e0c47f2991d3d1363d404704bb777ad28c4feaa14c
7D5T_3A,2021-10-06,167,c917226b38d6c441e69bf6796c8519a88cc23052d4eae42c73a95982e7ed0fd3
7D5T_5A,2021-10-06,43,8478ced95ac103f231442a160fc15efaf95f54dceb639559c45040cdc1558e40
7D5T_SA,2021-10-06,1189,bd8adaa8a527c8d87ce82018694f2363444acc50f60444dfdb82b1d6e6310fde
7D63_5A,2021-10-06,192,227eb1498c37593e54c614ff62bf3b79df5ab808bbb788368a8c1d89615bb666
7D63_SA,2021-10-06,1331,bea6ebcb71fbd09e6ceba424f2935740249d17d98ebf92031ae6eb3e73082c3f
7D6Z_3,2021-04-07,77,eb3b7b0c79383b6761703320f6c953b25376611e73aee9d0ec7ff2557a296b26
7D7V_A,2020-11-25,57,fd81226af3dc2758d616d4eaab236595e0b6916f4250ae3193bb69aae200cb16
7D7W_A,2020-11-25,51,1cb24eda5096a47801e2f9ab075e3abe73d95d656080488231e63eef3a2c9e67
7D81_A,2020-11-25,50,0220156db9de808ac264827acbcfdfc3e5f57740b7ea6ac6be5e513af0363b16
7D8C_B,2021-05-19,44,22cbeda701001cab6513c601bb0971f1c4ddd5695512bafcc6de5972025571ae
7D8O_L,2022-01-05,37,ded4660352c8e9fbf4e1ebeb777a47770b64561f5bd4c9f677c4c6b8bcf69d00
7DA7_C,2021-10-20,150,a15bca33108e0a466b4a94a6de64ce34928cac01b58f09f1db8d588e233d5c04
7DAS_C,2021-10-20,66,9b1fe2170b6b78cf59b79483b4cc31584ed6e5b22506dd98bb00c5756f6989f6
7DCO_H,2021-03-17,169,7194a591a1e607ede474c0ce92a412a777c6a328709d4885dade47453d191c83
7DD4_A,2021-06-09,36,9d2c068784c1f1ee3cfe43222b3509e1062649e79c97f22a4709227f0423e96c
7DMQ_B,2021-02-10,58,84281897d0a6ed1a5e6fc7be3b1a84329b65dd06490429b82fb08f984bc45a32
7DUK_A,2022-01-12,1498,a817e62406637bae07a50f1b0191e976d2a417852128746f245ac07209814674
7DVQ_B,2021-03-31,117,e7d28741c27c02612e722f9447e396cd374364fecd5d24329f439f41af2416c2
7DVQ_F,2021-03-31,124,74199ff89e635ec882d2b84a8fe5097258ca2af00c79cade8b35b557740d3c45
7DVQ_H,2021-03-31,150,f67b8c758a86a0fea80ea8c9410fafc63185fd81fec1bd9cae3dc99790c34feb
7DWH_X,2021-10-27,45,4691aad2ba1eed75fa7d17fabbc9819ebb4fbaf16cccde355629d2a4e96f6059
7E8O_X,2022-03-02,85,b6a58372f2fc6dcb36b53ac79fbf1e629529376f355016db73c1b132e4398d6c
7E9I_A,2021-11-17,33,74587d4e5f92cb8e93340faef67356fa1592fa31850000046a6554e92de644d8
7EAF_A,2021-06-02,94,3748b8b80faf2c036fd33683ee60ceea57078bf54a8bf19c22f20de6c606f460
7EAG_A,2021-06-02,19,603fddab5b9cab1a237bf3fa6269fad24a2a174934339e82622ede2671bfe7a8
7EAG_C,2021-06-02,19,603fddab5b9cab1a237bf3fa6269fad24a2a174934339e82622ede2671bfe7a8
7EEM_A,2022-03-23,27,ef84716ab732e929d6b5daa79f8adf9bb4d157a50f3f8afa7abbf35283f18da8
7EEN_B,2022-03-23,17,f47f3e7763fd5ce1d4e97064578f02182a7429f61529dd4836f07097814fb14f
7EEN_D,2022-03-23,16,54902f4c8abe58b9f71bd9eeb0445c3edd85fea17b7360ad09beefd73f3051c4
7EFI_A,2022-03-30,19,ce7e8b6688ff49624f8d1150e45ae4e9bb7b168bc3eadf30b997f63866697e5c
7EI5_A,2022-03-30,35,de70b8d1c3e18477c634bf825727042480ad93d04ea04064e40b12bc74d506d2
7EIA_E,2022-03-30,19,bd4ddab84bb2432035fa630c06243240fbc499a7137bd52211b1f35e5cbf50e8
7ELD_B,2021-08-11,148,fed4181f1f6ea9b79ff65d7230fbc721a7c242b1607e3f18f3d0d5c6b4e9c9f8
7ELE_G,2021-08-11,89,925aedc062a7c47314b5f3f6637745cdbcf2d414255dffccff3f0711d69ec4b4
7ELR_A,2021-06-30,45,e8adc295467371b31fd46cc1fbff0ead4ebab1908e76d34cb6cd1841f7a44b18
7ENI_B,2022-04-20,74,76f3d8d8b85cd75e19aafbe9bcf7cedc6a2b438c8e8c16f9d59290308e7f814b
7ENR_B,2022-04-20,98,c01a1c2df3be61f06c9bbc3453a6817a4f6a4d7d8d8740f2c7805d4469797db8
7EOI_A,2021-11-24,49,ceb7d1956a0ec65eb5b80b0a322f671d289082f5a5fe2d0b1c1b1f8cda61cd71
7EOP_A,2021-11-24,48,ebfd097b6621dc065e521c831618574d7db2bb6f33f95334153c82bdaba4f77b
7EQG_M,2022-03-09,60,3fdb268ac71ed2c3f8fa6609c26e39abc2047f4eccc75e64f26dd6a204616dfc
7EQJ_B,2022-01-19,76,305b03a9cec4400a09c73a28c0d73097761974fe0fab1aa16eac7e2b7b7f1f3d
7EXY_A,2022-03-02,16,64e13621ed4bf63c23106cf29fdba01c53aa17f4b2f076358865041dc3fabb59
7EZ2_N,2021-08-25,392,e6eda6290139297f01080c9107b120aaaacdabd985643baf40ee206efba7bd66
7F36_E,2021-12-22,76,2af42dfab28438539d9cfeb851d53541bc11fdbc2ee87e1b5d97db4f5d1bdf5d
7F36_H,2021-12-22,76,2af42dfab28438539d9cfeb851d53541bc11fdbc2ee87e1b5d97db4f5d1bdf5d
7FHI_A,2021-12-01,20,fcb765b9f5a354ae024360cb8f2e1bea28025bb870fb6a0ea6647374baa6d0e2
7FJ0_A,2021-12-01,20,77bd209f05d27b6e5dbce594cbcda4039a5931a8c3ea865c066508eb71e7663a
7JIL_1,2020-12-02,2742,9252cfa94fb91ee9714f787d6ded11409b2a84171cb2498733d2bf5248bc1be3
7JIL_2,2020-12-02,1475,94ba17c80c4886a8a5a61004da6c244aeffdb2386b198e92989f4ef0ab3ccd66
7JIL_3,2020-12-02,111,17015065c03a25476100e98d27c1731985ad0b53452700da094836e81f57c9d8
7JJF_A,2020-12-23,27,a55e27362061b817d08e7e4cbf3f7af52e878470bc81c468527c4aa2cb0b3c73
7JJU_A,2020-09-09,51,cb106becd2f8e6a844d57c11476f40f7967f8426f1c01e0eedb05907adbc1df8
7JNH_B,2021-01-20,86,4754f0c7327d5d224d5f1f1a944933eedf2fe99a40278c9d33b83f16a7da2e46
7JQC_A,2020-12-02,1697,86368eabfe7e392e73f0af5c5f80bcf539f17d257c8d804406a4bbeb13589133
7JQC_i,2020-12-02,192,68bec16e88d20ae74e1b1262da7f99a3af8494ffb9255dbf5cdd82341b6db0d3
7JQL_1B,2020-08-26,121,32ac355461b57498a1c166a1af8648175a51cf5072d7030e11a55fb690298ca1
7JQQ_O,2021-05-19,117,d0a87cd08200d6e4d4db662842fba1556440ba7b1b96260ea55ce88ade4f8649
7JRR_A,2021-09-08,51,90fdd37cdd2d201ccc9af19ae5e945d6d6d19b1d66ea4acd10ea590be0374127
7JRS_B,2021-09-08,129,cb244636e7a4ddf61e5718e944425aa5204991e75ad79c0c0e4971748efe8ad9
7JRT_A,2021-09-08,134,93070d99649f50f3ac6a5c7453fe66c287704c5b78dec4ea63d3017283601e7b
7JT3_3,2020-11-11,1539,b87c30c08d39862dcfc7c60c797224f439b6c5ba11b6df442a07a6564d09935d
7JT3_5,2020-11-11,77,cc475a9b8a945a883c44e3a620f744e2ab42cccbf51640858b77c11c6d8c16f4
7K00_Y,2020-09-23,76,305b03a9cec4400a09c73a28c0d73097761974fe0fab1aa16eac7e2b7b7f1f3d
7K16_P,2020-10-14,51,abf68a7279415b8fa36cff4fa161bb6a67085a3932ff413eeff2d4b64febc5ee
7K4L_A,2021-09-29,36,74332a48f3e07de617bab7ec809152cf6d5d57c7ad8b0f367cb8f9d5b313abee
7K54_2,2021-07-28,120,facc8c81dbb460ac99bb04c5524b5be60c2836c8a282fc17368badedbdd844cd
7K5I_2,2020-10-14,1665,afbd997411f632ab13f20a67e55a002f756124d2ab417fa66705af3b310f3f01
7K98_C,2021-05-12,77,2eb0e737769ee5770e95877fd8194e42fad58503ec72e743d763059d3c561eb9
7KAB_C,2021-05-12,77,2eb0e737769ee5770e95877fd8194e42fad58503ec72e743d763059d3c561eb9
7KGA_A,2021-06-23,90,9ebaffc4d790a159dbc702e19d158b5a99086b641bafe3a7f4435aa112dcfcd7
7KGA_B,2021-06-23,90,9ebaffc4d790a159dbc702e19d158b5a99086b641bafe3a7f4435aa112dcfcd7
